,Unnamed: 0,Page-1-Clicks,Page-2-Clicks,Page-3-Clicks,Page-4-Clicks,Page-5-Clicks,Page-6-Clicks,Page-7-Clicks,Page-8-Clicks,Page-9-Clicks,Page-10-Clicks,Food-Clicks,Gossip-Clicks,Politic-Clicks,Science-Clicks,Sport-Clicks,Tech-Clicks,Food-Allocations,Gossip-Allocations,Politic-Allocations,Science-Allocations,Sport-Allocations,Tech-Allocations,Page-1-Time,Page-2-Time,Page-3-Time,Page-4-Time,Page-5-Time,Page-6-Time,Page-7-Time,Page-8-Time,Page-9-Time,Page-10-Time
42,42,4.0,3.0,4.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,0,0,0,7,2,14,13,15,13,26,14,49,53.75899999999999,54.869,46.75,41.702,122.635,38.001999999999995,57.434,28.275,29.71,23.744
43,43,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,6,1,1,16,0,2,21,16,15,49,14,15,32.825,29.564,28.155,34.247,28.313000000000002,39.405,35.306,22.141,34.421,37.751
44,44,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1,3,1,0,24,28,16,24,24,14,46.125,11.958,32.794000000000004,8.953,18.929000000000002,8.991,6.985,20.945999999999998,7.992999999999999,48.805
45,45,4.0,3.0,4.0,4.0,6.0,4.0,2.0,2.0,2.0,1.0,4,7,0,14,3,4,20,23,13,40,16,18,61.74,62.909,39.69,31.083000000000002,34.72,31.247,23.596999999999998,22.599,29.725,19.332
46,46,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,2,1,4,17,17,24,24,22,26,37.71,22.648000000000003,21.837,20.128,19.534000000000002,30.338,13.913,20.750999999999998,19.726,18.168
47,47,5.0,5.0,5.0,6.0,9.0,6.0,6.0,7.0,7.0,8.0,0,1,7,2,3,51,11,13,20,13,15,58,28.834,30.009,24.424,27.773000000000003,23.647,22.973000000000003,26.046,22.703000000000003,23.211,28.171999999999997
48,48,2.0,5.0,5.0,5.0,7.0,6.0,3.0,4.0,5.0,5.0,0,0,0,21,1,25,15,13,11,38,11,42,44.449,31.57,26.746,28.254,19.97,49.287,22.156,21.487,24.85,19.410999999999998
49,49,3.0,4.0,7.0,5.0,3.0,6.0,5.0,8.0,5.0,6.0,0,1,1,25,0,25,12,16,13,41,11,37,19.639,14.499,14.852,9.434,12.364,13.168,12.974,18.394000000000002,12.687999999999999,13.392999999999999
50,50,6.0,5.0,3.0,6.0,4.0,7.0,8.0,8.0,8.0,7.0,0,0,6,46,0,10,13,15,17,51,10,24,58.641999999999996,45.486000000000004,51.041000000000004,44.105,41.895,33.943000000000005,43.673,41.233999999999995,40.196,42.82899999999999
51,51,2.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3,2,7,8,2,1,16,16,35,32,15,16,47.876999999999995,21.471,22.718000000000004,23.826,30.858,29.773000000000003,30.301,17.207,20.465,25.686
53,53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,4,0,5,16,17,16,30,14,37,35.664,29.851,25.444000000000003,21.514,31.633000000000003,22.494,38.719,33.465,36.992,29.288
54,54,1.0,2.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,1.0,0,0,3,13,0,3,13,15,23,48,13,18,31.314,25.611,16.925,24.82,16.926,18.628,21.07,14.133,18.795,14.034
55,55,3.0,5.0,6.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,4,0,5,17,0,12,17,15,18,37,11,32,65.14399999999999,46.397,52.933,41.398,48.72,56.806999999999995,70.983,47.467,58.983999999999995,62.247
56,56,2.0,4.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,9,7,1,0,0,1,38,37,16,12,15,12,68.458,30.088,28.959,22.695,19.538,17.884,28.584,16.107,18.105,22.728
57,57,5.0,6.0,5.0,5.0,3.0,5.0,3.0,7.0,3.0,3.0,0,1,4,9,5,26,14,14,21,13,20,48,50.795,45.368,60.778999999999996,46.251000000000005,43.417,46.586000000000006,51.753,48.465,46.733999999999995,36.015
58,58,3.0,3.0,2.0,6.0,4.0,2.0,6.0,4.0,4.0,7.0,0,0,0,37,0,4,12,13,10,62,16,17,20.785999999999998,14.663,12.421,14.864,18.283,9.66,12.405,10.751,14.475,14.918
59,59,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2,0,3,21,0,1,15,14,21,53,12,15,37.019,35.854,28.695,35.97,30.898000000000003,25.539,18.047,24.320999999999998,25.453000000000003,19.320999999999998
60,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,11,0,0,19,14,15,51,16,15,18.69,5.837000000000001,8.156,17.932000000000002,4.272,16.97,5.263,12.037,10.54,24.02
61,61,2.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,2,0,0,20,0,2,21,12,14,53,11,19,36.383,34.144,42.097,26.695999999999998,20.375,25.149,18.044,36.239000000000004,35.201,38.203
62,62,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2,0,1,8,4,10,18,16,13,26,21,36,49.961000000000006,43.09,49.31,50.261,26.092,41.869,34.289,33.821,37.833,50.897
63,63,4.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,0.0,0,0,0,14,3,5,12,18,13,42,20,25,36.464,38.548,35.716,26.726999999999997,35.415,26.247,30.910999999999998,33.241,24.304000000000002,34.387
64,64,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0,2,0,0,2,3,18,26,17,14,26,29,28.459,24.991999999999997,12.205,16.794,15.184000000000001,21.645,18.145,28.259,13.436,20.785
65,65,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2,4,4,5,0,1,18,27,29,26,11,19,35.588,27.23,27.641,26.35,20.471,19.982,35.346,20.048,23.781999999999996,20.061
66,66,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1,0,1,12,0,2,16,17,20,44,12,21,35.092,26.289,25.143,25.5,20.329,29.691999999999997,22.701,24.095,24.789,25.138
67,67,3.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3,0,2,14,1,9,18,13,15,37,15,32,73.395,53.592,35.39,39.271,41.516000000000005,35.664,30.741999999999997,38.91,32.986999999999995,36.931999999999995
68,68,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,6,0,1,20,22,19,33,17,19,41.626000000000005,28.459,26.576,22.831,20.787,22.098000000000003,19.771,24.859,22.419,17.752
69,69,3.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0,0,2,11,3,2,11,13,22,41,23,20,71.175,43.183,38.22,40.723,39.195,19.277,39.46,39.422,35.33,37.245
70,70,3.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,3.0,1.0,0,0,2,20,1,1,13,12,18,61,12,14,55.976000000000006,38.109,45.256,45.146,41.419,44.428999999999995,47.008,37.555,38.823,41.327
71,71,3.0,6.0,10.0,4.0,7.0,5.0,6.0,7.0,8.0,5.0,1,0,3,46,10,1,13,13,13,54,26,11,66.654,67.942,74.455,56.676,70.175,62.66,64.30199999999999,59.901,67.26899999999999,61.07899999999999
72,72,3.0,4.0,6.0,5.0,2.0,4.0,2.0,2.0,0.0,1.0,1,0,0,21,4,3,12,19,13,53,19,14,44.427,31.971,35.001,28.553,30.837,26.816999999999997,28.055999999999997,32.65,25.488000000000003,26.182
73,73,4.0,7.0,5.0,5.0,4.0,6.0,2.0,2.0,3.0,4.0,1,0,1,26,8,6,11,11,12,46,29,21,50.843,49.549,43.934,35.271,35.019,35.94,27.872,29.785,30.659000000000002,31.386999999999997
74,74,1.0,0.0,2.0,2.0,5.0,0.0,3.0,1.0,1.0,2.0,0,2,2,3,0,10,17,20,20,17,14,42,59.593,37.431999999999995,59.638000000000005,63.923,53.315,59.453,61.016000000000005,53.824,47.56100000000001,48.736999999999995
75,75,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,0,0,25,4,0,2,16,12,57,19,13,13,27.844,24.302,21.961,20.868000000000002,24.473000000000003,22.116999999999997,17.859,28.761999999999997,19.239,17.678
76,76,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,0,4,0,4,0,12,14,22,14,26,14,40,28.843000000000004,30.064,25.588,24.631,21.19,17.817999999999998,19.2,19.675,19.785999999999998,28.581
77,77,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,0,1,1,23,0,1,16,15,12,58,12,17,40.454,28.278000000000002,12.397,10.399000000000001,8.017000000000001,13.511,11.585,9.699,17.354,6.879
78,78,2.0,3.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,3,3,4,25,0,0,18,16,19,50,12,15,41.68600000000001,33.052,40.06,26.214000000000002,25.974,24.113000000000003,24.811,33.900999999999996,19.039,32.363
79,79,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,0,0,0,18,0,1,13,15,17,58,11,16,56.378,36.543,38.745,40.65,39.159,39.137,40.079,40.372,48.496,32.375
80,80,4.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,5.0,2,0,2,14,0,9,14,16,22,31,11,36,66.112,36.167,38.471,24.418000000000003,27.631999999999998,37.678000000000004,32.725,35.264,20.991,27.009
82,82,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,0,1,1,21,1,0,13,14,13,58,20,12,42.193999999999996,34.88,21.049,22.408,16.328,21.409000000000002,16.067999999999998,15.29,26.305,21.853
83,83,1.0,0.0,2.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0,4,3,0,6,0,1,26,28,16,30,14,16,27.732,27.682,31.997,60.097,48.733000000000004,25.609,26.544,27.899,27.365,67.233
84,84,4.0,3.0,6.0,3.0,5.0,5.0,4.0,5.0,4.0,7.0,4,1,2,33,2,4,19,13,15,59,12,12,55.028,42.163999999999994,43.166000000000004,40.138000000000005,59.181999999999995,48.586999999999996,37.265,44.04,41.506,49.83
85,85,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3,8,4,6,6,3,18,27,17,25,22,21,58.201,20.495,26.899,18.095,22.334,15.892000000000001,14.9,11.614,30.905,16.22
86,86,5.0,5.0,3.0,5.0,7.0,4.0,5.0,4.0,4.0,4.0,5,0,1,28,0,12,20,13,11,44,10,32,41.427,33.516,28.169,30.254,27.881999999999998,33.659,35.039,35.321999999999996,27.368000000000002,30.314
87,87,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1,0,0,7,0,6,15,16,9,37,17,36,45.298,22.372,30.445,36.393,159.975,25.914,42.923,16.947,50.696999999999996,31.725
88,88,3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,6,1,0,4,0,1,36,18,12,30,15,19,94.694,41.64,17.067,36.044000000000004,22.311,28.124000000000002,24.035,26.998,15.003,15.942
89,89,2.0,1.0,3.0,2.0,5.0,1.0,0.0,1.0,4.0,4.0,0,0,0,21,0,2,16,14,13,55,14,18,70.247,36.277,38.0,19.492,26.561,22.77,28.633000000000003,22.261,26.98,31.373
90,90,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,4,1,1,4,0,0,26,20,22,32,15,15,21.291,22.238000000000003,42.964,18.475,27.313000000000002,29.323,17.227999999999998,23.625,41.613,22.546
91,91,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2,1,1,4,0,0,24,20,22,35,14,15,47.589,24.58,38.541,53.016000000000005,40.639,19.886,38.953,36.834,22.625,17.686
92,92,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4,0,0,1,0,3,40,14,18,16,14,28,30.531999999999996,25.655,14.946,21.24,27.423000000000002,20.308,18.715,12.100999999999999,21.164,53.074
93,93,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,3,0,0,0,2,20,37,17,15,15,26,24.29,46.895,25.585,33.509,73.441,28.697,16.6,19.016,17.471,23.12
94,94,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0,0,1,0,24,27,21,19,22,17,15.904000000000002,37.847,22.608,37.229,31.101,34.425,18.462,15.754000000000001,28.453000000000003,13.145999999999999
95,95,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,3.0,0,0,1,26,2,5,15,15,11,56,14,19,38.06,26.006999999999998,29.889,29.324,11.079,13.620999999999999,16.01,14.773,22.215999999999998,27.084
96,96,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0,0,7,13,3,2,13,11,27,47,17,15,46.132,34.383,24.384,33.854,31.414,25.201,27.101999999999997,21.287,27.136999999999997,25.945999999999998
97,97,6.0,10.0,6.0,8.0,8.0,7.0,4.0,1.0,7.0,2.0,7,0,4,30,10,8,20,12,13,44,24,17,55.545,35.287,41.158,46.975,31.906,47.916000000000004,37.2,41.217,36.673,37.351
98,98,4.0,4.0,3.0,3.0,6.0,2.0,3.0,1.0,2.0,3.0,0,0,0,3,0,28,13,11,14,19,12,61,32.461,56.997,50.093,43.283,43.812,37.638000000000005,28.998,30.494,25.639,125.60799999999999
99,99,2.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,1,4,8,9,0,4,15,21,31,28,16,19,27.026,27.541,23.544,45.845,27.092,28.719,22.410999999999998,20.815,26.522,30.232
100,100,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,6.0,2,6,0,30,1,0,13,18,12,63,12,12,77.587,59.479,37.823,46.20399999999999,53.138999999999996,33.705999999999996,41.523,37.55,45.443000000000005,39.260999999999996
101,101,3.0,3.0,5.0,1.0,4.0,0.0,3.0,2.0,2.0,2.0,1,1,1,15,0,7,13,14,17,50,11,25,49.431000000000004,45.813,41.361000000000004,33.201,35.173,32.961999999999996,37.782,36.965,41.12,32.793
102,102,3.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0,0,15,2,0,2,12,12,58,16,14,18,30.829,21.88,20.666999999999998,103.62299999999999,21.072,23.081999999999997,55.159,21.281999999999996,14.329,22.324
103,103,0.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,4,2,2,8,0,0,25,20,20,33,16,16,25.999000000000002,22.921999999999997,21.255,19.566,26.629,18.598,14.15,16.127,18.31,15.252
104,104,5.0,7.0,4.0,9.0,4.0,5.0,5.0,3.0,2.0,3.0,5,33,0,2,0,7,17,61,12,10,13,17,62.733999999999995,43.57,35.727,38.396,37.036,23.18,36.976,25.814,20.033,23.706
105,105,2.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0,5.0,2.0,1,0,2,23,0,3,12,14,14,59,17,14,39.123000000000005,21.854,36.966,20.102999999999998,33.675,33.602,30.666,29.118000000000002,35.547,35.399
106,106,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0,0,1,7,0,3,16,15,16,43,14,26,46.72,24.499000000000002,26.323,24.719,13.661,35.191,24.831,24.094,19.135,16.692999999999998
107,107,3.0,5.0,4.0,3.0,5.0,6.0,1.0,6.0,4.0,4.0,0,1,2,33,3,2,12,13,14,68,11,12,61.281000000000006,41.942,55.831,34.983000000000004,40.662,52.268,36.547,44.523999999999994,40.726,44.434
108,108,7.0,4.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,4.0,2,0,0,23,0,31,15,11,11,33,12,48,55.606,37.025,42.058,33.147,38.287,48.937,55.908,51.763999999999996,36.988,43.648999999999994
109,109,5.0,6.0,5.0,7.0,7.0,3.0,6.0,6.0,5.0,7.0,0,0,37,10,2,8,10,13,52,22,16,17,31.05,35.179,26.791999999999998,37.385999999999996,36.96,22.43,50.824,25.755,24.433000000000003,50.848
110,110,5.0,6.0,5.0,7.0,6.0,8.0,9.0,6.0,6.0,5.0,1,1,9,38,3,11,12,11,21,59,10,17,65.475,56.788999999999994,55.657,50.961999999999996,56.227,62.303000000000004,45.761,47.042,43.532,50.83
111,111,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,13,1,2,2,3,1,45,14,19,19,21,12,44.282,15.709000000000001,17.438,17.391,19.886,19.255,13.261,11.33,18.143,14.159
112,112,3.0,6.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,9,2,0,15,0,3,28,19,11,43,10,19,71.257,57.928000000000004,36.969,37.755,47.583999999999996,46.63399999999999,39.187,51.826,45.825,30.429000000000002
113,113,4.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1,0,11,13,0,4,16,13,34,35,16,16,61.28,66.133,63.36,76.961,86.95700000000001,73.839,78.842,63.386,69.498,79.77600000000001
114,114,3.0,3.0,3.0,5.0,4.0,1.0,2.0,5.0,3.0,5.0,0,1,5,21,1,6,14,12,20,44,18,22,44.148999999999994,42.723,58.193000000000005,45.895,55.407,37.919000000000004,42.011,47.748000000000005,50.931000000000004,44.468999999999994
115,115,8.0,9.0,10.0,8.0,9.0,10.0,10.0,9.0,11.0,9.0,2,2,17,32,11,29,12,11,21,36,20,30,47.068999999999996,39.626,26.858,18.785,37.265,27.116,18.909000000000002,34.629,32.119,27.798000000000002
117,117,1.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0,1,2,5,4,6,16,14,19,28,23,30,41.464,28.268,29.295,26.95,22.576999999999998,26.201999999999998,26.074,25.996,29.385,21.305
118,118,4.0,3.0,4.0,5.0,6.0,4.0,3.0,1.0,6.0,1.0,0,1,0,15,6,15,12,15,12,31,23,37,68.686,38.229,49.035,55.516000000000005,48.273,67.084,38.196,34.069,40.477,30.767
119,119,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,0,5,1,17,1,14,14,16,15,38,14,33,46.082,36.545,40.163000000000004,38.278,32.352,30.653000000000002,27.601,31.478,31.76,30.399
120,120,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1,0,2,17,0,3,15,14,18,55,11,17,67.141,39.813,41.415,49.351000000000006,76.054,44.123999999999995,35.317,49.03,43.516999999999996,34.249
121,121,2.0,8.0,6.0,7.0,4.0,3.0,3.0,5.0,5.0,4.0,0,0,20,17,0,10,13,16,29,34,13,25,30.664,24.743000000000002,27.011,21.994,22.871,16.088,44.67100000000001,22.28,25.160999999999998,27.863000000000003
122,122,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,0,0,2,0,12,20,15,15,20,13,47,70.288,37.914,47.879,129.115,44.783,61.982,34.543,65.439,113.344,51.324
123,123,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1,6,0,5,0,1,17,36,15,31,15,16,27.491,40.37,22.435,23.961,28.366999999999997,23.628,31.893,29.482,35.876999999999995,23.971999999999998
124,124,3.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1,0,2,18,1,2,13,13,16,56,14,18,82.56299999999999,75.865,77.125,54.533,70.452,85.36399999999999,67.04899999999999,76.48899999999999,50.972,65.675
125,125,4.0,8.0,8.0,6.0,10.0,9.0,9.0,8.0,10.0,8.0,44,0,5,15,4,12,46,13,15,21,14,21,91.92399999999999,58.482,68.152,42.107,40.088,43.196000000000005,38.373000000000005,41.928000000000004,42.882,63.196999999999996
126,126,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,0,5,4,5,11,0,14,26,17,24,34,15,44.548,31.658,30.359,35.074,25.27,29.74,19.473,18.65,17.854,21.028000000000002
127,127,6.0,5.0,5.0,5.0,5.0,4.0,5.0,9.0,8.0,8.0,1,1,7,9,2,40,11,14,15,16,11,63,58.718999999999994,34.716,30.088,26.058000000000003,20.766,17.562,25.947,51.518,31.381,37.549
128,128,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,1,1,0,31,18,19,20,25,17,57.967,39.365,35.330999999999996,25.059,19.791,20.858,19.137999999999998,29.795,27.831999999999997,18.421
129,129,3.0,4.0,8.0,6.0,7.0,8.0,6.0,7.0,9.0,8.0,0,0,32,30,4,0,13,11,37,42,15,12,56.48,35.115,48.388999999999996,62.025,30.201,44.708,35.455,28.206999999999997,33.125,26.434
130,130,6.0,5.0,6.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,6,0,4,25,2,7,19,14,20,46,10,21,56.721000000000004,54.096000000000004,59.294,60.589,54.042,89.11399999999999,62.293,98.319,78.747,57.0
131,131,5.0,5.0,5.0,5.0,5.0,8.0,7.0,5.0,6.0,6.0,3,0,31,4,2,17,18,11,39,18,12,32,72.012,50.608000000000004,41.163000000000004,45.077,33.036,43.36,35.075,30.278000000000002,28.885,51.87
132,132,6.0,4.0,8.0,6.0,6.0,4.0,7.0,3.0,7.0,6.0,0,0,0,15,1,41,11,11,13,26,13,56,61.486999999999995,50.49100000000001,31.281999999999996,30.717,23.585,35.482,16.121,24.221,15.187000000000001,17.913
133,133,6.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,4,2,3,23,0,7,18,15,13,51,12,21,50.997,32.306999999999995,31.590999999999998,33.936,35.628,33.419000000000004,24.837,206.139,29.209,31.601999999999997
134,134,2.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,4,0,0,12,0,1,26,14,15,46,14,15,57.638000000000005,43.852,36.75,42.781000000000006,38.989000000000004,42.43,30.967,44.083999999999996,46.833,35.766999999999996
135,135,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,3,1,2,0,16,16,32,23,28,15,23.965999999999998,19.957,20.343,22.99,24.425,18.098,20.054000000000002,15.77,30.676,20.581
136,136,2.0,2.0,4.0,4.0,6.0,4.0,2.0,3.0,1.0,3.0,2,0,6,22,0,1,14,15,20,53,16,12,32.741,29.566,25.171999999999997,35.784,25.374000000000002,18.583,18.814,22.38,25.06,14.067
137,137,3.0,6.0,6.0,6.0,7.0,5.0,4.0,8.0,5.0,7.0,8,2,1,27,0,19,23,13,14,40,12,28,41.805,35.476,32.701,52.836000000000006,94.25299999999999,28.576,43.185,43.07899999999999,39.114000000000004,50.495
138,138,3.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,7.0,0,0,0,14,1,56,10,14,12,19,11,64,39.878,31.386,20.188,16.247,20.299,36.421,39.906,26.438000000000002,30.587,40.202
139,139,7.0,8.0,9.0,9.0,10.0,9.0,9.0,11.0,11.0,10.0,15,0,7,34,1,36,21,11,15,34,11,38,44.99,42.964,50.526,29.298000000000002,48.907,31.809,38.703,34.743,33.734,40.736
140,140,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2,3,1,10,8,10,17,16,13,28,29,27,36.01,33.826,74.373,26.342,67.819,32.59,21.803,30.291999999999998,45.385,31.089000000000002
141,141,5.0,7.0,4.0,5.0,4.0,4.0,5.0,6.0,2.0,5.0,4,0,1,34,7,1,14,13,11,58,19,15,95.335,96.2,93.839,130.089,80.404,86.08200000000001,94.39200000000001,109.944,59.922,76.641
142,142,3.0,0.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,2.0,3,4,4,1,6,6,21,23,22,12,24,28,26.361,22.048000000000002,23.909000000000002,19.609,21.651999999999997,15.008,24.732,16.974,20.961,18.01
143,143,2.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1,1,2,4,5,4,16,17,18,27,23,29,51.306000000000004,38.882,36.931,35.983000000000004,35.404,24.156999999999996,27.111,24.394000000000002,21.475,23.98
144,144,4.0,6.0,7.0,7.0,6.0,3.0,4.0,3.0,6.0,7.0,1,2,0,24,5,21,12,14,11,42,11,40,53.67,63.537,57.398999999999994,59.373999999999995,47.997,57.608999999999995,47.328,45.578,53.938,57.8
145,145,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2,18,1,0,2,0,23,44,16,11,21,15,36.896,19.988,16.111,18.435,19.743,16.285999999999998,22.686,19.346,11.562000000000001,17.22
146,146,3.0,6.0,3.0,3.0,7.0,7.0,4.0,1.0,4.0,5.0,4,0,12,12,2,13,14,15,27,30,13,31,78.449,37.172,32.958,41.842,39.473,32.367,33.031,52.232,27.324,44.615
147,147,5.0,7.0,2.0,6.0,7.0,5.0,7.0,6.0,5.0,4.0,1,0,3,39,6,5,13,10,12,60,15,20,80.39699999999999,86.191,40.541,50.727,59.391999999999996,51.923,35.385999999999996,45.729,42.323,46.083999999999996
148,148,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,1,0,1,6,0,32,12,12,13,20,13,60,56.756,52.396,53.235,93.09200000000001,61.731,72.109,52.946999999999996,56.748999999999995,54.18600000000001,108.449
149,149,3.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,5.0,3.0,10,1,0,11,3,7,26,14,16,28,20,26,29.693,29.939,23.543000000000003,18.457,25.835,25.078000000000003,23.804000000000002,26.898000000000003,20.534000000000002,17.962
150,150,6.0,4.0,5.0,4.0,6.0,3.0,4.0,1.0,4.0,5.0,23,1,0,12,0,6,46,12,14,27,13,18,21.871,24.329,23.752,19.628,26.491,18.479,21.272,21.160999999999998,31.826999999999998,19.273
151,151,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,6,0,3,16,16,14,39,14,31,67.726,69.834,53.593999999999994,59.301,52.162,48.955,70.931,63.644,66.449,53.871
152,152,4.0,3.0,4.0,6.0,4.0,6.0,6.0,7.0,9.0,7.0,0,0,0,40,3,13,12,13,12,55,12,26,89.77,93.096,115.66,78.582,116.62100000000001,119.09,54.243,119.912,100.072,72.923
153,153,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,0,0,0,15,0,7,15,16,12,46,16,25,29.061,30.932,32.56,39.508,46.236000000000004,34.562,31.99,43.416000000000004,47.901,38.535
154,154,3.0,7.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2,0,2,34,0,0,14,14,13,65,11,13,71.973,52.6,72.258,63.842,56.833,65.95,50.82899999999999,56.907,59.387,71.895
155,155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,0,3,0,2,22,27,14,29,13,25,30.714000000000002,35.312,26.941,31.879,34.262,21.744,14.645,33.924,39.208,19.405
156,156,3.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,4.0,1.0,1,7,1,3,2,6,15,31,21,21,17,25,38.736,24.136,12.401,16.581,17.577,26.595,22.184,19.987000000000002,25.548000000000002,11.095
157,157,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,0,0,2,18,0,5,13,11,17,53,11,25,24.96,16.702,17.817999999999998,19.06,11.758,22.198,16.472,22.005,12.807,14.296
158,158,5.0,0.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,1,0,2,17,1,2,17,14,18,48,16,17,53.943999999999996,38.495,53.001000000000005,59.051,36.302,35.483000000000004,50.721000000000004,37.431,29.973000000000003,53.396
159,159,5.0,8.0,5.0,10.0,3.0,6.0,9.0,2.0,5.0,7.0,4,0,32,13,0,11,13,13,55,18,11,20,72.532,76.538,30.228,68.961,59.09,77.036,52.802,49.788999999999994,114.55799999999999,95.741
161,161,2.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1,0,2,12,0,1,14,12,24,51,13,16,41.042,43.056999999999995,37.721,41.836000000000006,37.8,55.065,42.06100000000001,49.578,45.708,36.277
